volume,issn,id,type,pages,title,authors,number,url,year,doi
68,1869-1927,10.1007/s11433-024-2576-7,article,244611,A fully mesh-independent non-linear topology optimization framework based on neural representations: Quasi-static problem,"Zeyu Zhang, Yu Li, Weien Zhou, Wen Yao",4,https://doi.org/10.1007/s11433-024-2576-7,2025,10.1007/s11433-024-2576-7
19,1871-2576,10.1007/s11482-023-10267-9,article,3039--3056,Bridging Bytes and Bonds: A Qualitative Exploration of Student Experiences in a Computer Science Service-Learning Course,"Yihang Wang, Kaiyu Dai, Yueying Lin, Liu Hong",6,https://doi.org/10.1007/s11482-023-10267-9,2024,10.1007/s11482-023-10267-9
19,1871-2576,10.1007/s11482-024-10281-5,article,1117--1138,Impact of Academic Service-Learning on Students: an Evaluation Study of a University-Level Initiative in China,"Liu Hong, Kan Chen, Huan-zheng Zhang, Jing-wen Ju",3,https://doi.org/10.1007/s11482-024-10281-5,2024,10.1007/s11482-024-10281-5
62,1559-7075,10.1007/s11528-018-0290-9,article,574--584,Computational What? Relating Computational Thinking to Teaching,"Ugur Kale, Mete Akcaoglu, Theresa Cullen, Debbie Goh, Leah Devine, Nathan Calvert, Kara Grise",6,https://doi.org/10.1007/s11528-018-0290-9,2018,10.1007/s11528-018-0290-9
64,1559-7075,10.1007/s11528-019-00410-5,article,29--36,Unplugged Approaches to Computational Thinking: a Historical Perspective,"Elisa Nadire Caeli, Aman Yadav",1,https://doi.org/10.1007/s11528-019-00410-5,2020,10.1007/s11528-019-00410-5
64,1559-7075,10.1007/s11528-019-00423-0,article,17--28,Hopscotch into Coding: Introducing Pre-Service Teachers Computational Thinking,"Shenghua Zha, Yi Jin, Pamela Moore, Joe Gaston",1,https://doi.org/10.1007/s11528-019-00423-0,2020,10.1007/s11528-019-00423-0
64,1559-7075,10.1007/s11528-019-00461-8,article,373--387,Learning Computational Thinking Together: Effects of Gender Differences in Collaborative Middle School Robotics Program,"Gerald Ardito, Betül Czerkawski, Lauren Scollins",3,https://doi.org/10.1007/s11528-019-00461-8,2020,10.1007/s11528-019-00461-8
66,1559-7075,10.1007/s11528-022-00695-z,article,405--411,Computational Thinking and Metacognition,"Aman Yadav, Ceren Ocak, Amber Oliver",3,https://doi.org/10.1007/s11528-022-00695-z,2022,10.1007/s11528-022-00695-z
66,1559-7075,10.1007/s11528-022-00727-8,article,510--526,“My Cars don’t Drive Themselves”: Preschoolers’ Guided Play Experiences with Button-Operated Robots,"Jacob A. Hall, Kate I. McCormick",3,https://doi.org/10.1007/s11528-022-00727-8,2022,10.1007/s11528-022-00727-8
66,1559-7075,10.1007/s11528-022-00732-x,article,468--482,Pre–service Teachers Computational Thinking (CT) and Pedagogical Growth in a Micro–credential: A Mixed Methods Study,"Irene A. Bal, Frances Alvarado–Albertorio, Paula Marcelle, Chandra T. Oaks–Garcia",3,https://doi.org/10.1007/s11528-022-00732-x,2022,10.1007/s11528-022-00732-x
66,1559-7075,10.1007/s11528-022-00735-8,article,495--509,ADAPTTER: Developing a Framework for Teaching Computational Thinking in Second-Level Schools by Design Research,"Colette Kirwan, Eamon Costello, Enda Donlon",3,https://doi.org/10.1007/s11528-022-00735-8,2022,10.1007/s11528-022-00735-8
66,1559-7075,10.1007/s11528-022-00738-5,article,771--783,Evaluating the Impact of the Curriculum Structure on Group Metacognition During Collaborative Problem-solving Using Educational Robotics,"Chrysanthos Socratous, Andri Ioannou",5,https://doi.org/10.1007/s11528-022-00738-5,2022,10.1007/s11528-022-00738-5
66,1559-7075,10.1007/s11528-022-00766-1,article,745--747,Computational Thinking in Education: Past and Present,"Linda Payne, Andrew Tawfik, Andrew M. Olney",5,https://doi.org/10.1007/s11528-022-00766-1,2022,10.1007/s11528-022-00766-1
68,1559-7075,10.1007/s11528-023-00841-1,article,423--434,Educational Robotics for Developing Computational Thinking in Young Learners: A Systematic Review,"Yu-Hui Ching, Yu-Chang Hsu",3,https://doi.org/10.1007/s11528-023-00841-1,2024,10.1007/s11528-023-00841-1
67,1559-7075,10.1007/s11528-023-00852-y,article,508--520,Youth Hackathons in Computing for the Community: A Design Case,"Anja Remshagen, Kim C. Huett",3,https://doi.org/10.1007/s11528-023-00852-y,2023,10.1007/s11528-023-00852-y
68,1559-7075,10.1007/s11528-023-00893-3,article,14--26,Are We Dupes? Limitations of AI Systems: What Should Educators Do with Them?,Theodore W. Frick,1,https://doi.org/10.1007/s11528-023-00893-3,2024,10.1007/s11528-023-00893-3
67,1559-7075,10.1007/s11528-023-00907-0,article,965--976,Developing a Robotics Program to Support Students’ Computational Thinking: a Design-based Study,"Qijie Vicky Cai, Huili Hong, Scot W. McNary, Liyan Song",6,https://doi.org/10.1007/s11528-023-00907-0,2023,10.1007/s11528-023-00907-0
68,1559-7075,10.1007/s11528-024-00973-y,article,711--722,The Nexus of ISTE Standards and Academic Progress: A Mapping Analysis of Empirical Studies,"Helen Crompton, Diane Burke",4,https://doi.org/10.1007/s11528-024-00973-y,2024,10.1007/s11528-024-00973-y
68,1559-7075,10.1007/s11528-024-00993-8,article,1033--1050,Parallel Instruction of Text-based and Block-based Programming: On Novice Programmers’ Computational Thinking Practices,"Minji Jeon, Kyungbin Kwon",6,https://doi.org/10.1007/s11528-024-00993-8,2024,10.1007/s11528-024-00993-8
68,1559-7075,10.1007/s11528-024-00998-3,article,1095--1106,Effects of a Creativity-Enhancement Intervention on Preservice Elementary Teachers’ Creativity in Computing Education,"Elena Novak, Chia-Ling Kuo, Janet Lynne Tassell, Grace Morris",6,https://doi.org/10.1007/s11528-024-00998-3,2024,10.1007/s11528-024-00998-3
,1559-7075,10.1007/s11528-025-01048-2,article,,"Immersive, Task-Based Language Learning Through XR and AI: From Design Thinking to Deployment","Yalun Zhou, Rahul Divekar",,https://doi.org/10.1007/s11528-025-01048-2,2025,10.1007/s11528-025-01048-2
,1559-7075,10.1007/s11528-025-01052-6,article,,From Programming to Prompting: Developing Computational Thinking through Large Language Model-Based Generative Artificial Intelligence,Hsiao-Ping Hsu,,https://doi.org/10.1007/s11528-025-01052-6,2025,10.1007/s11528-025-01052-6
87,1522-9602,10.1007/s11538-024-01407-9,article,17,Ecosystem Knowledge Should Replace Coexistence and Stability Assumptions in Ecological Network Modelling,"Sarah A. Vollert, Christopher Drovandi, Matthew P. Adams",1,https://doi.org/10.1007/s11538-024-01407-9,2024,10.1007/s11538-024-01407-9
22,1861-8219,10.1007/s11554-025-01651-9,article,69,ES-YOLOv8: a real-time defect detection algorithm in transmission line insulators,"Xiaoyang Song, Qianlai Sun, Jiayao Liu, Ruizhen Liu",2,https://doi.org/10.1007/s11554-025-01651-9,2025,10.1007/s11554-025-01651-9
19,1862-4057,10.1007/s11625-024-01510-9,article,1169--1185,Conducting sustainability research in the anthropocene: toward a relational approach,"Jessica Böhme, Eva-Maria Spreitzer, Christine Wamsler",4,https://doi.org/10.1007/s11625-024-01510-9,2024,10.1007/s11625-024-01510-9
28,1993-0402,10.1007/s11655-021-3453-z,article,453--462,"Computational Medicine: Past, Present and Future","Lan-qing Lyu, Hong-yan Cui, Ming-yi Shao, Yu Fu, Rui-xia Zhao, Qiu-ping Chen",5,https://doi.org/10.1007/s11655-021-3453-z,2022,10.1007/s11655-021-3453-z
20,1935-3987,10.1007/s11759-024-09498-5,article,352--377,To Computational Archaeology and Back: The Round-Trip Journey of Stone Artifacts Between a Physical and a Digital Existence,Dov Ganchrow,1,https://doi.org/10.1007/s11759-024-09498-5,2024,10.1007/s11759-024-09498-5
18,1863-1711,10.1007/s11760-024-03239-5,article,5365--5375,Adaptive lightweight Transformer network for low-light image enhancement,"De Meng, Zhichun Lei",6,https://doi.org/10.1007/s11760-024-03239-5,2024,10.1007/s11760-024-03239-5
,1863-2394,10.1007/s11761-025-00446-x,article,,Entrepreneurship education for the age of intelligence: a discussion on a teaching model combining deep learning and case analysis,Dongshan Duan,,https://doi.org/10.1007/s11761-025-00446-x,2025,10.1007/s11761-025-00446-x
15,1661-8262,10.1007/s11785-021-01080-z,article,61,Flexibility of Analysis Serving Computational Polynomial Algebra or Arithmetics,Alain Yger,3,https://doi.org/10.1007/s11785-021-01080-z,2021,10.1007/s11785-021-01080-z
32,1886-1784,10.1007/s11831-024-10152-0,article,735--784,Application of Data-Driven Surrogate Models in Structural Engineering: A Literature Review,"Delbaz Samadian, Imrose B. Muhit, Nashwan Dawood",2,https://doi.org/10.1007/s11831-024-10152-0,2025,10.1007/s11831-024-10152-0
76,1543-1851,10.1007/s11837-024-06390-z,article,1890--1896,Scientific Foundations and Approaches for Qualification of Additively Manufactured Structural Components,"Sharlotte Kramer, Tyler LeBrun, Jonathan Pegues",4,https://doi.org/10.1007/s11837-024-06390-z,2024,10.1007/s11837-024-06390-z
51,1863-9704,10.1007/s11858-019-01096-y,article,915--927,STEM education in the primary years to support mathematical thinking: using coding to identify mathematical structures and patterns,Jodie Miller,6,https://doi.org/10.1007/s11858-019-01096-y,2019,10.1007/s11858-019-01096-y
53,1863-9704,10.1007/s11858-020-01200-7,article,847--860,Examining primary students’ mathematical problem-solving in a programming context: towards computationally enhanced mathematics education,"Oi-Lam Ng, Zhihao Cui",4,https://doi.org/10.1007/s11858-020-01200-7,2021,10.1007/s11858-020-01200-7
54,1863-9704,10.1007/s11858-022-01355-5,article,1215--1227,Coordinating invisible and visible sameness within equivalence transformations of numerical equalities by 10- to 12-year-olds in their movement from computational to structural approaches,"Carolyn Kieran, Cesar Martínez-Hernández",6,https://doi.org/10.1007/s11858-022-01355-5,2022,10.1007/s11858-022-01355-5
54,1863-9704,10.1007/s11858-022-01374-2,article,1303--1314,Seeds of algebraic thinking: a Knowledge in Pieces perspective on the development of algebraic thinking,"Mariana Levin, Janet Walkoe",6,https://doi.org/10.1007/s11858-022-01374-2,2022,10.1007/s11858-022-01374-2
54,1863-9704,10.1007/s11858-022-01384-0,article,1273--1288,Variables in early algebra: exploring didactic potentials in programming activities,"C. Kilhamn, K. Bråting, O. Helenius, J. Mason",6,https://doi.org/10.1007/s11858-022-01384-0,2022,10.1007/s11858-022-01384-0
54,1863-9704,10.1007/s11858-022-01402-1,article,1243--1255,The role of algebraic thinking in dealing with negative numbers,"Joëlle Vlassis, Isabelle Demonty",6,https://doi.org/10.1007/s11858-022-01402-1,2022,10.1007/s11858-022-01402-1
54,1863-9704,10.1007/s11858-022-01419-6,article,1181--1197,The role of variables in relational thinking: an interview study with kindergarten and primary school children,Denise Lenz,6,https://doi.org/10.1007/s11858-022-01419-6,2022,10.1007/s11858-022-01419-6
54,1863-9704,10.1007/s11858-022-01426-7,article,1257--1271,Algebraic reasoning in years 5 and 6: classifying its emergence and progression using reverse fraction tasks,"Catherine Pearn, Max Stephens, Robyn Pierce",6,https://doi.org/10.1007/s11858-022-01426-7,2022,10.1007/s11858-022-01426-7
54,1863-9704,10.1007/s11858-022-01435-6,article,1131--1150,"The multi-dimensionality of early algebraic thinking: background, overarching dimensions, and new directions",Carolyn Kieran,6,https://doi.org/10.1007/s11858-022-01435-6,2022,10.1007/s11858-022-01435-6
55,1863-9704,10.1007/s11858-023-01474-7,article,1219--1230,Ways of thinking in STEM-based problem solving,Lyn D. English,7,https://doi.org/10.1007/s11858-023-01474-7,2023,10.1007/s11858-023-01474-7
56,1863-9704,10.1007/s11858-023-01501-7,article,19--29,Emerging trends in statistics education,"Gail Burrill, Maxine Pfannkuch",1,https://doi.org/10.1007/s11858-023-01501-7,2024,10.1007/s11858-023-01501-7
55,1863-9704,10.1007/s11858-023-01509-z,article,1315--1329,Exploring computational thinking as a boundary object between mathematics and computer programming for STEM teaching and learning,"Oi-Lam Ng, Allen Leung, Huiyan Ye",7,https://doi.org/10.1007/s11858-023-01509-z,2023,10.1007/s11858-023-01509-z
55,1863-9704,10.1007/s11858-023-01534-y,article,1331--1350,Technology maker practices in mathematics learning in STEM contexts: a case in Brazil and two cases in Canada,"Immaculate K. Namukasa, Zeynep Gecu-Parmaksiz, Janette Hughes, Ricardo Scucuglia",7,https://doi.org/10.1007/s11858-023-01534-y,2023,10.1007/s11858-023-01534-y
56,1863-9704,10.1007/s11858-023-01545-9,article,199--210,"Trends, insights, and developments in research on the teaching and learning of algebra","Amy B. Ellis, Zekiye Özgür",2,https://doi.org/10.1007/s11858-023-01545-9,2024,10.1007/s11858-023-01545-9
56,1863-9704,10.1007/s11858-024-01579-7,article,695--711,Examining mathematics teachers’ creative actions in programming-based mathematical activities,"Huiyan Ye, Oi-Lam Ng, Allen Leung",4,https://doi.org/10.1007/s11858-024-01579-7,2024,10.1007/s11858-024-01579-7
56,1863-9704,10.1007/s11858-024-01621-8,article,1303--1317,Metacognitive control during problem solving at early ages in programming tasks using a floor robot,"Javier Del Olmo-Muñoz, Pascual D. Diago, David Arnau, David Arnau-Blasco, José Antonio González-Calero",6,https://doi.org/10.1007/s11858-024-01621-8,2024,10.1007/s11858-024-01621-8
,1863-9704,10.1007/s11858-025-01669-0,article,,Exploring individuals’ computational thinking with data,"Alyssa Hu, Neil J. Hatfield, Matthew D. Beckman",,https://doi.org/10.1007/s11858-025-01669-0,2025,10.1007/s11858-025-01669-0
,1863-9704,10.1007/s11858-025-01671-6,article,,Developing students’ reasoning with data and data-ing,"Jill Fielding, Katie Makar, Dani Ben-Zvi",,https://doi.org/10.1007/s11858-025-01671-6,2025,10.1007/s11858-025-01671-6
16,1863-8163,10.1007/s11943-022-00311-9,article,277--286,Causality in statistics and data science education,"Kevin Cummiskey, Karsten Lübke",3,https://doi.org/10.1007/s11943-022-00311-9,2022,10.1007/s11943-022-00311-9
15,1955-2505,10.1007/s12008-021-00756-2,article,299--316,Encryption activity to improve higher-order thinking in engineering students,"Moisés García-Martínez, Sergio Rolando Cruz-Ramírez, José Manuel Olais-Govea",2,https://doi.org/10.1007/s12008-021-00756-2,2021,10.1007/s12008-021-00756-2
17,1955-2505,10.1007/s12008-022-01188-2,article,79--91,Argumentative-driven assessments in engineering: a challenge-based learning approach to the evaluation of competencies,"Enrique A. López-Guajardo, Ricardo A. Ramirez-Mendoza, Adriana Vargas-Martinez, Wang Jianhong, Armando Roman-Flores, Genaro Zavala",1,https://doi.org/10.1007/s12008-022-01188-2,2023,10.1007/s12008-022-01188-2
196,1559-0291,10.1007/s12010-023-04815-0,article,5875--5902,An Integrated Computational Approaches for Designing of Potential Piperidine based Inhibitors of Alzheimer Disease by Targeting Cholinesterase and Monoamine Oxidases Isoenzymes,"Muhammad Sarfraz, Muhammad Khurrum Ibrahim, Syeda Abida Ejaz, Hafiz Muhammad Attaullah, Mubashir Aziz, Mosab Arafat, Tahira Shamim, Muawya Elhadi, Tahira Ruby, Hafiz Kashif Mahmood",9,https://doi.org/10.1007/s12010-023-04815-0,2024,10.1007/s12010-023-04815-0
97,0973-7111,10.1007/s12043-023-02594-1,article,163,Unprovability of first Maxwell’s equation in light of EPR’s completeness condition: a computational approach from logico-linguistic perspective,Abhishek Majhi,4,https://doi.org/10.1007/s12043-023-02594-1,2023,10.1007/s12043-023-02594-1
50,0973-7677,10.1007/s12046-024-02655-0,article,28,History of Indic sciences and philosophy as viewed by Professor Narasimha,"Sourabh S. Diwan, katepalli r. sreenivasan",1,https://doi.org/10.1007/s12046-024-02655-0,2025,10.1007/s12046-024-02655-0
50,0973-7677,10.1007/s12046-024-02660-3,article,57,Towards simulating fluid flows with quantum computing,"Sachin S. Bharadwaj, Katepalli R. Sreenivasan",2,https://doi.org/10.1007/s12046-024-02660-3,2025,10.1007/s12046-024-02660-3
17,1936-6450,10.1007/s12083-024-01733-8,article,2979--2997,Fuzzy logic and CPSO-optimized key management for secure communication in decentralized IoT networks: A lightweight solution,"J. Vellingiri, T.R. Vedhavathy, S. Senthil Pandi, C. Bala Subramanian",5,https://doi.org/10.1007/s12083-024-01733-8,2024,10.1007/s12083-024-01733-8
18,1936-6450,10.1007/s12083-024-01820-w,article,90,An efficient and private economic evaluation scheme in data markets,"Bing Han, Yong Yuan, Xuhao Ren, Zihang Yin, Cheng Chi, Chuan Zhang",2,https://doi.org/10.1007/s12083-024-01820-w,2025,10.1007/s12083-024-01820-w
18,1936-6450,10.1007/s12083-024-01896-4,article,78,"Provisioning, authentication, and integrity-preserving communication scheme for Internet of things-enabled devices",Faeiz Mohammed Alserhani,2,https://doi.org/10.1007/s12083-024-01896-4,2025,10.1007/s12083-024-01896-4
,1936-4784,10.1007/s12108-025-09646-6,article,,Engineering Pure Sociology,"Daniel J. Boches, Kaiya R. Mayhew, Mark Cooney",,https://doi.org/10.1007/s12108-025-09646-6,2025,10.1007/s12108-025-09646-6
59,1936-3567,10.1007/s12124-024-09876-2,article,10,The Minds We Make: A Philosophical Inquiry into Theory of Mind and Artificial Intelligence,Tolga Yıldız,1,https://doi.org/10.1007/s12124-024-09876-2,2025,10.1007/s12124-024-09876-2
35,1874-6349,10.1007/s12136-020-00430-4,article,351--371,Thinking with Others: A Radically Externalist Internalism,Benjamin W. McCraw,3,https://doi.org/10.1007/s12136-020-00430-4,2020,10.1007/s12136-020-00430-4
42,1936-4733,10.1007/s12144-021-02085-9,article,8039--8050,"Measuring coding ability in young children: relations to computational thinking, creative thinking, and working memory","Lin Wang, Fengji Geng, Xiaoxin Hao, Donglin Shi, Tengfei Wang, Yan Li",10,https://doi.org/10.1007/s12144-021-02085-9,2023,10.1007/s12144-021-02085-9
42,1936-4733,10.1007/s12144-021-02398-9,article,11207--11222,Holistic thinking and emotional variability across environments,"Weiwei Xia, Liman Man Wai Li, Ming Li",13,https://doi.org/10.1007/s12144-021-02398-9,2023,10.1007/s12144-021-02398-9
42,1936-4733,10.1007/s12144-022-03271-z,article,21449--21461,Higher-order thinking word problem-solving errors made by low-performing pupils: Comparative case study across school types in Malaysia,"Menaga Suseelan, Cheng Meng Chew, Huan Chin",25,https://doi.org/10.1007/s12144-022-03271-z,2023,10.1007/s12144-022-03271-z
42,1936-4733,10.1007/s12144-022-04192-7,article,31579--31589,Towards a more comprehensive understanding of depressive symptoms among young adults using Gaussian graphical and directed acyclic graph models,"Cyrille Kossigan Kokou-Kpolou, Sunyoung Park, Quentin Bet, Steven Kator Iorfa, Doris Chinelo Chinweuba, JohnBosco Chika Chukwuorji",35,https://doi.org/10.1007/s12144-022-04192-7,2023,10.1007/s12144-022-04192-7
43,1936-4733,10.1007/s12144-023-04688-w,article,4779--4797,Organisational happiness based on ‘GNH of Business’ in a non-Buddhist environment,Andrea Bencsik,5,https://doi.org/10.1007/s12144-023-04688-w,2024,10.1007/s12144-023-04688-w
43,1936-4733,10.1007/s12144-024-05865-1,article,21338--21353,Factor structure and psychometric properties of the digital competence of educators among Chinese primary and secondary school teachers,"Wei Li, Anni Chen, Jindong Zhang, Weidong Fu",24,https://doi.org/10.1007/s12144-024-05865-1,2024,10.1007/s12144-024-05865-1
43,1936-4733,10.1007/s12144-024-06261-5,article,26548--26570,Protecting the environment through art: the significance of environmental art design in raising awareness about environmental pollution among universities in China,Xiayan Liao,32,https://doi.org/10.1007/s12144-024-06261-5,2024,10.1007/s12144-024-06261-5
43,1936-4733,10.1007/s12144-024-06716-9,article,31149--31158,The relationship between temporal discounting and foraging,Troy M. Houser,39,https://doi.org/10.1007/s12144-024-06716-9,2024,10.1007/s12144-024-06716-9
,1936-4733,10.1007/s12144-024-06795-8,article,,AI-based chatbot interactions and critical thinking skills: an exploratory study,"Rosa Angela Fabio, Alessio Plebe, Rossella Suriano",,https://doi.org/10.1007/s12144-024-06795-8,2024,10.1007/s12144-024-06795-8
,1936-4733,10.1007/s12144-025-07481-z,article,,A novel form of dialectics informed by psychiatry and brain science: centralized dialectics,Tien-Wen Lee,,https://doi.org/10.1007/s12144-025-07481-z,2025,10.1007/s12144-025-07481-z
17,1874-5504,10.1007/s12152-024-09551-8,article,18,“You shall have the thought”: habeas cogitationem as a New Legal Remedy to Enforce Freedom of Thinking and Neurorights,"José M. Muñoz, José Ángel Marinaro",1,https://doi.org/10.1007/s12152-024-09551-8,2024,10.1007/s12152-024-09551-8
18,1874-5504,10.1007/s12152-024-09579-w,article,7,‘More or Less Conscious’: Consciousness To-Day and To-Morrow,Max Saunders,1,https://doi.org/10.1007/s12152-024-09579-w,2024,10.1007/s12152-024-09579-w
18,1874-5504,10.1007/s12152-024-09580-3,article,15,Data Hazards as An Ethical Toolkit for Neuroscience,"Susana Román García, Ceilidh Welsh, Nina H. Di Cara, David C. Sterratt, Nicola Romanò, Melanie I. Stefan",1,https://doi.org/10.1007/s12152-024-09580-3,2025,10.1007/s12152-024-09580-3
30,1995-8188,10.1007/s12204-023-2628-5,article,53--65,Applications of Artificial Intelligence in Cardiac Electrophysiology and Clinical Diagnosis with Magnetic Resonance Imaging and Computational Modeling Techniques,"Heqing Zhan, Guilai Han, Chuan’an Wei, Zhiqun Li",1,https://doi.org/10.1007/s12204-023-2628-5,2025,10.1007/s12204-023-2628-5
41,1995-8218,10.1007/s12264-024-01246-7,article,33--45,Computational Modeling of the Prefrontal-Cingulate Cortex to Investigate the Role of Coupling Relationships for Balancing Emotion and Cognition,"Jinzhao Wei, Licong Li, Jiayi Zhang, Erdong Shi, Jianli Yang, Xiuling Liu",1,https://doi.org/10.1007/s12264-024-01246-7,2025,10.1007/s12264-024-01246-7
16,1875-1350,10.1007/s12304-023-09541-y,article,457--478,"Animalista, Narco-Cultural, Conservacionista. Visions of Nature Around the Case of Hippos in Colombia","Sergio Rodríguez Gómez, Germán Jiménez",3,https://doi.org/10.1007/s12304-023-09541-y,2023,10.1007/s12304-023-09541-y
17,1875-1350,10.1007/s12304-024-09565-y,article,655--670,Res Cogitans – The Evolution of Thinking,Patrik Lindenfors,2,https://doi.org/10.1007/s12304-024-09565-y,2024,10.1007/s12304-024-09565-y
14,1875-4805,10.1007/s12369-022-00876-z,article,2123--2133,Visions of Artificial Intelligence and Robots in Science Fiction: a computational analysis,"Hirotaka Osawa, Dohjin Miyamoto, Satoshi Hase, Reina Saijo, Kentaro Fukuchi, Yoichiro Miyake",10,https://doi.org/10.1007/s12369-022-00876-z,2022,10.1007/s12369-022-00876-z
34,1867-1233,10.1007/s12528-021-09305-y,article,416--461,A scoping review of computational thinking assessments in higher education,"Chang Lu, Rob Macdonald, Bryce Odell, Vasyl Kokhan, Carrie Demmans Epp, Maria Cutumisu",2,https://doi.org/10.1007/s12528-021-09305-y,2022,10.1007/s12528-021-09305-y
36,1867-1233,10.1007/s12528-023-09356-3,article,320--349,Adopting distributed pair programming as an effective team learning activity: a systematic review,"Fan Xu, Ana-Paula Correia",2,https://doi.org/10.1007/s12528-023-09356-3,2024,10.1007/s12528-023-09356-3
,1867-1233,10.1007/s12528-024-09425-1,article,,Examining computational thinking across disciplines in higher education classrooms: learning outcomes from student-generated artifacts,"Yifan Zhang, Amanda Mohammad Mirzaei, Chrystalla Mouza, Lori Pollock, Kevin Guidry",,https://doi.org/10.1007/s12528-024-09425-1,2025,10.1007/s12528-024-09425-1
16,1866-9964,10.1007/s12559-022-10081-9,article,1--13,Neurodynamical Computing at the Information Boundaries of Intelligent Systems,"Joseph D. Monaco, Grace M. Hwang",5,https://doi.org/10.1007/s12559-022-10081-9,2024,10.1007/s12559-022-10081-9
16,1866-9964,10.1007/s12559-023-10140-9,article,2405--2410,Re-Thinking the Organization of Cortico-Basal Ganglia-Thalamo-Cortical Loops,"Javier Baladron, Fred H. Hamker",5,https://doi.org/10.1007/s12559-023-10140-9,2024,10.1007/s12559-023-10140-9
15,1866-9964,10.1007/s12559-023-10144-5,article,1613--1619,Cognitive Phenomenology Neuroscience and Computation,"Neyla Sfeir, Igor Aleksander",5,https://doi.org/10.1007/s12559-023-10144-5,2023,10.1007/s12559-023-10144-5
16,1866-9964,10.1007/s12559-023-10181-0,article,2420--2427,"Convolutionary, Evolutionary, and Revolutionary: What’s Next for Brains, Bodies, and AI?",Peter Stratton,5,https://doi.org/10.1007/s12559-023-10181-0,2024,10.1007/s12559-023-10181-0
26,1876-407X,10.1007/s12564-023-09905-6,article,117--131,Is gamification always productive? A study of the effectiveness of Bebras cards in promoting primary students’ computational thinking skills,"Belén Arellano Falcón, Javier Olmo-Muñoz, Ramón Cózar-Gutiérrez, José Antonio González-Calero",1,https://doi.org/10.1007/s12564-023-09905-6,2025,10.1007/s12564-023-09905-6
,1876-407X,10.1007/s12564-024-10031-0,article,,"The effect of learning computational thinking skills through educational board games on students’ cognitive styles, cognitive behaviors, and learning effectiveness","Sheng-Yi Wu, Yu-Sheng Su",,https://doi.org/10.1007/s12564-024-10031-0,2025,10.1007/s12564-024-10031-0
14,1876-9918,10.1007/s12633-021-01168-3,article,3871--3878,Computational Design of New N-Heterocyclic Silyl Pincer Fullerenes,"Maryam Anafcheh, Mansour Zahedi",8,https://doi.org/10.1007/s12633-021-01168-3,2022,10.1007/s12633-021-01168-3
13,1877-265X,10.1007/s12649-022-01815-9,article,3899--3911,Gasification of Biowaste Based on Validated Computational Simulations: A Circular Economy Model to Handle Poultry Litter Waste,"Oisín Priall, Caterina Brandoni, Valentina Gogulancea, Mohammad Jaffar, Neil J. Hewitt, Kai Zhang, Ye Huang",9,https://doi.org/10.1007/s12649-022-01815-9,2022,10.1007/s12649-022-01815-9
14,1868-5145,10.1007/s12652-023-04536-6,article,4795--4807,Machine learning techniques for the Schizophrenia diagnosis: a comprehensive review and future research directions,"Shradha Verma, Tripti Goel, M. Tanveer, Weiping Ding, Rahul Sharma, R. Murugan",5,https://doi.org/10.1007/s12652-023-04536-6,2023,10.1007/s12652-023-04536-6
16,1868-5145,10.1007/s12652-024-04892-x,article,161--178,Investigation of economic analysis for the Nasdaq index: an all-encompassing methodology for assessing stock market future valuations,Ming Zhang,1,https://doi.org/10.1007/s12652-024-04892-x,2025,10.1007/s12652-024-04892-x
11,1868-808X,10.1007/s13042-019-01040-2,article,947--959,Tri-level thinking: models of three-way decision,Yiyu Yao,5,https://doi.org/10.1007/s13042-019-01040-2,2020,10.1007/s13042-019-01040-2
15,1868-808X,10.1007/s13042-023-02038-7,article,2411--2425,Integrating curriculum learning with meta-learning for general rhetoric identification,"Dian Wang, Yang Li, Suge Wang, Xiaoli Li, Xin Chen, Shuqi Li, Jian Liao, Deyu Li",6,https://doi.org/10.1007/s13042-023-02038-7,2024,10.1007/s13042-023-02038-7
13,1868-7873,10.1007/s13132-021-00733-w,article,406--429,Mapping the Relationship Between Critical Thinking and Design Thinking,Jonathan D. Ericson,1,https://doi.org/10.1007/s13132-021-00733-w,2022,10.1007/s13132-021-00733-w
14,1868-7873,10.1007/s13132-022-00954-7,article,1856--1869,Design Thinking: Construction of a Meme-Based Model for Culture-Specific Design,"Amrita Bhattacharjee, Pallavi Rani",2,https://doi.org/10.1007/s13132-022-00954-7,2023,10.1007/s13132-022-00954-7
,1868-7873,10.1007/s13132-024-01794-3,article,,Global Leadership Dynamics: Refining Executive Selection in Multinational Corporations,Weng Shih-Kun Liu,,https://doi.org/10.1007/s13132-024-01794-3,2024,10.1007/s13132-024-01794-3
43,1869-2699,10.1007/s13138-022-00198-7,article,39--66,Interpretation of Students’ Errors as Part of the Diagnostic Competence of Pre-Service Primary School Teachers,"Macarena Larrain, Gabriele Kaiser",1,https://doi.org/10.1007/s13138-022-00198-7,2022,10.1007/s13138-022-00198-7
45,1869-2699,10.1007/s13138-024-00247-3,article,21,How Do Multiplicative and Relational Thinking Contribute to Multidigit Division?,Andreas Schulz,2,https://doi.org/10.1007/s13138-024-00247-3,2024,10.1007/s13138-024-00247-3
,1878-4658,10.1007/s13158-024-00411-3,article,,Early Coding Education and its Multidimensional Impact on Preschool Development: An Analysis of ChatGPT’s Insights,"Mehmet Başaran, Ömer Faruk Vural, Şermin Metin, Sabiha Tamur",,https://doi.org/10.1007/s13158-024-00411-3,2025,10.1007/s13158-024-00411-3
