Type of reference,First Author,Secondary Author,Tertiary Author,Subsidiary Author,Abstract,Author Address,Accession Number,Author,Location in Archives,This field maps to T2 for all reference types except for Whole Book and Unpublished Work references.,Custom 1,Custom 2,Custom 3,Custom 4,Custom 5,Custom 6,Custom 7,Custom 8,Caption,Call Number,This field can contain alphanumeric characters.,Title of unpublished reference,Place Published,Date,Name of Database,DOI,Database Provider,Editor,End Page,Edition,Reference ID,Issue number,Periodical name: user abbreviation 1.,Alternate Title,Periodical name: standard abbreviation.,Journal name,Keywords,Link to PDF.,Link to Full-text.,Related Records.,Image(s).,Language,Label,Website Link,Number,Miscellaneous 2.,Type of Work,Notes,Abstract.,Number of Volumes,Original Publication,Publisher,Publishing Place,Publication year (YYYY/MM/DD),Reviewed Item,Research Notes,Reprint Edition,Section,ISBN/ISSN,Start Page,Short Title,Primary Title,Secondary Title,Tertiary Title,Translated Author,Title,Translated Title,User definable 1.,User definable 2.,User definable 3.,User definable 4.,User definable 5.,URL,Volume number,Published Standard number,Primary Date,Access Date,End of Reference,""
JOUR ,,,,,"Contemporary sciences, including the didactics of science, employ computational simulations as tools in their academic endeavors. The construction and application of these simulations are of interest to didactics as they contribute to shaping new perspectives on scientific activity. Consequently, they warrant special attention in conceptualizations of the nature of science. This article presents a specific characterization of Computational Simulations of Science Education (CSSE) at both the didactic and metatheoretical levels. On the didactic front, we highlight the primary scopes and limitations that arise from its implementation in the classroom. Additionally, we explore the distinctions between CSSE and Computational Simulations of the Sciences (CSS) in terms of design and structure. At the metatheoretical level, we argue, drawing mainly from van Fraassen’s insights, that CSSE, capable of yielding quantitative data, are accompanied by data models derived from measurement procedures. These models are interconnected and, in turn, intricately linked to the phenomena under investigation. These structures are subsumed within the empirical substructures of theoretical models. We posit that CSSE serve as bridges facilitating the transition toward an understanding of theoretical models and real-world phenomena through their integration into educational activities. In conclusion, this contribution expands, and updates didactic and philosophical conceptions related to the production of contemporary scientific knowledge. This, in turn, offers novel insights into the nature of science for science education. ",,,"Ariza, Yefrin ",,,,,,,,,,,,,,,,2024/07/02 ,,10.1007/s11191-024-00539-7 ,,,,,Martín2024 ,,,,,Science & Education ,,,,,,,,,,,,,,,,,,2024 ,,,,,1573-1901 ,,,,,,,A Didactic and Metatheoretical Characterization of Computational Simulations in Science Education ,,,,,,,https://doi.org/10.1007/s11191-024-00539-7 ,,,,,   ,
JOUR ,,,,,"When the studies on the effectiveness of visual programming language are examined, it is seen that studies on coding teaching have been carried out frequently recently. In this study, Scratch was used as a teaching tool in teaching science lessons. In this way, a new perspective has been brought to Scratch applications. In the related study, the effects of designing science experiments with visual programming language (Scratch) on students’ beliefs of self-efficacy related to computational thinking (CT) skills, metacognitive awareness levels, and motivation levels for science learning are examined. This study was carried out using a single-group research design based on pretest and posttest applications. Students attending the fifth grade participated in this study. Sixty-five students attending the fifth grade participated in the research. Research data were obtained using “Self-Efficacy Perception Scale for CT Skills (SEP_CTS),” “Metacognitive Awareness Scale (MAS),” and “Motivation Scale for Science Learning (MSSL).” The research process is 10 weeks and 3 days in total. It was determined that designing science experiments in visual programming language applications based on Scratch improved students’ CT self-efficacy perceptions, but did not have the expected effect on students’ science learning motivation and metacognitive awareness. This research provides evidence that some skills can be improved by using Scratch as a teaching tool in different courses. With the focus of research on this subject, it can contributed to the development of new understandings of Scratch in teaching processes. ",,,"Kalemkuş, Fatih ",,,,,,,,,,,,,,,,2024/07/17 ,,10.1007/s11191-024-00546-8 ,,,,,Kalemkuş2024 ,,,,,Science & Education ,,,,,,,,,,,,,,,,,,2024 ,,,,,1573-1901 ,,,,,,,The Effects of Designing Scientific Experiments with Visual Programming Language on Learning Outcomes ,,,,,,,https://doi.org/10.1007/s11191-024-00546-8 ,,,,,   ,
JOUR ,,,,,"Contemporary perspectives prioritize teaching core epistemic practices. It is the practice turn, which is called the science-as-practice approach. Therefore, prompting inquiry into a practical translation of curricular objectives into teaching activities for scaffolding students’ epistemic development seems essential. This study estimates the epistemic practices loads (EPLs) of Turkish elementary and middle school science curricula’ objectives released in different years: 2013, 2017, and 2018. A pattern emerges, revealing a consistent inclination towards an incremental progression from the perception (e.g., low-level interpretation) to the conception (e.g., rough induction) zone (lower-order epistemic practices), and this is followed by a diminishing orientation from the conception (e.g., thinking with models) to the causation (e.g., hypothesis testing, controlling variables) and argumentation-abstraction (e.g., evaluating, critiquing, interrogating, arguing (counter-arguing), discussing, negotiating) zones (higher-order epistemic practices) within the EPLs of the curricular objectives. The examined curricula address two principles of epistemic practices: “knowledge is proposed” and “knowledge is communicated.” However, there is a scarcity of indications related to the principles of “knowledge is evaluated” and “knowledge is legitimated,” encapsulating the social foundations of epistemic practices. A pattern was found in which the objectives of the examined curricula classify earth sciences, cosmology, and astronomy as observational rather than experimental sciences. This classification also extends to learning about living beings and life. Conversely, the epistemic standpoint of the curricula developers seems to perceive physics-related and chemistry-related topics within the context of experimental sciences. ",,,"Soysal, Yilmaz ",,,,,,,,,,,,,,,,2024/12/14 ,,10.1007/s11191-024-00599-9 ,,,,,Soysal2024 ,,,,,Science & Education ,,,,,,,,,,,,,,,,,,2024 ,,,,,1573-1901 ,,,,,,,Estimating Epistemic Practices Loads in Elementary and Middle School Science Curricula ,,,,,,,https://doi.org/10.1007/s11191-024-00599-9 ,,,,,   ,
JOUR ,,,,,"The integration of engineering practices into science education began to be explicitly promoted in the early twenty-first century and has since spread to many countries through recent curricular reforms. Despite this is fostered from the initial levels of education, there remains limited information on how to conduct it effectively in the classroom. To address this gap, a systematic review of studies published during the period 2001–2021 was conducted, focusing on the integration of engineering practices into primary education (6–12 years) science classes. A total of 24 studies were selected and analyzed to respond to how engineering practices are integrated into science classes, which engineering practices and science content are chosen, what challenges students are often faced with, and what evidence supports this curricular integration. The findings reveal that the predominant integration model is one that subordinates science to engineering learning using the project-based or design-based learning approach and teamwork. The most recurrent combination of engineering practices in the same learning situation is the one that includes “design solutions” and “obtaining, evaluating and/or communicating information,” while the use of computational thinking was not addressed in the studies analyzed. Regarding science content, studies suggest that virtually any topic can be useful to integrate engineering practices, normally aimed at designing or constructing artifacts. However, the evidence found on the educational benefits and feasibility of integrating engineering practices into primary science education shows a still inconclusive scenario. The study concludes with a discussion of its limitations and implications for future research and practice. ",,,"Cruz-Guzmán, Marta ",,,,,,,,,,,,,,,,2025/01/30 ,,10.1007/s11191-025-00616-5 ,,,,,García-Carmona2025 ,,,,,Science & Education ,,,,,,,,,,,,,,,,,,2025 ,,,,,1573-1901 ,,,,,,,Integration of Engineering Practices into Primary Science Classrooms ,,,,,,,https://doi.org/10.1007/s11191-025-00616-5 ,,,,,   ,
JOUR ,,,,,"Researchers, science managers and evaluation professionals face a problem when determining the alignment between research results and publication targets. How does a manuscript’s content fit a given journal’s stated purpose? We develop a framework for understanding how past published papers reveal the actual interests and editorial profile of journal. We articulate an answer to the question by using a total of 16,803 abstracts from articles published from 2010 to 2019 in 20 top innovation-oriented journals. Through a machine learning approach, we trained a text classification algorithm on these materials. The supervised model matched the published contents (abstracts) with journal blurbs with an accuracy rate of 80%. We discover that the content of 25% of the outlet sample might have been of greater interest elsewhere (i.e. to other journals), according to the official editorial positioning available in their homepages. Our conclusions suggest that more can be learned from exploring the abstract-blurb nexus. ",,,"Mendonça, Sandro ",,,,,,,,,,,,,,,,2022/12/01 ,,10.1007/s11192-022-04327-4 ,,,7470 ,,Santos2022 ,12 ,,,,Scientometrics ,,,,,,,,,,,,,,,,,,2022 ,,,,,1588-2861 ,7449 ,,,,,,Do papers (really) match journals’ “aims and scope”? A computational assessment of innovation studies ,,,,,,,https://doi.org/10.1007/s11192-022-04327-4 ,127 ,,,,   ,
JOUR ,,,,,"In the context of sustainable development, urban transformation should encourage the use of life cycle thinking tools for infrastructure development. By adopting sustainable economic, social, and environmental criteria, this study presents a review of sustainability assessment tools to build a framework for urban infrastructure. It incorporates a variety of methods that economists and industrial ecologists use for evaluating their projects, in addition to the LCT approach. To recognize the strategic sustainability indicators and criteria, the framework uses LCC, LCA, and SLCA in conjunction with stakeholder evaluation and multi-criteria decision analysis, which recognizes the foremost three pillars of sustainability, i.e., economy, environment, and society. Additionally, system dynamics and agent-based modelling are used to optimise the framework. The prominence of the framework is to understand the route an urban infrastructure development should follow to achieve key sustainability interests involving the interconnected environmental and socio-economic aspects. This sustainability assessment framework can be utilised by consultants or supporting agencies to help organisations carry out and monitor such projects. ",,,"Henschel, Thomas ",,,,,,,,,,,,,,,,2024/12/01 ,,10.1007/s11205-024-03333-8 ,,,20 ,,Khan2024 ,3 ,,,,Social Indicators Research ,,,,,,,,,,,,,,,,,,2024 ,,,,,1573-0921 ,1 ,,,,,,LCT-Based Framework for the Assessment of Sustainability: From the Perspective of Literature Review ,,,,,,,https://doi.org/10.1007/s11205-024-03333-8 ,175 ,,,,   ,
JOUR ,,,,,"Learning the art of any professional practice like engineering design or computer programming is a challenge for students and adds to the complexity of teaching such a technical discipline. Institutional regulations, along with industry expectations, increase the burden on the educator to develop a successful instructional environment. Critical systems thinking provides practitioners, in general, with a framework for understanding interrelation and complexities in a variety of problem situations. The art of systems thinking requires discourse on both the interdependencies, and multiple perspectives present in a problem situation. However, little guidance exists for educators in applying the concepts of critical systems thinking in their everyday practice of teaching a professional practice module at university level. This paper suggests a methodology based on action research and critical systems thinking concepts, to incorporate the art of systems thinking in the teaching of a professional practice module. The phases of action research are described from the critical systems perspective of Ulrich, in order to provide guidelines for an educator to embrace the complexity of professional practice education. Programming is used as a demonstration of the proposed methodology. The methodology incorporates systems thinking aspects such as the totality of conditioned realities, boundary critique, and acting as a witness sensitive to polemical argumentation on behalf of the affected. It demonstrates how Ulrich’s approach involves - and respects - all stakeholders in a system and guides the individual educator to excel in teaching a professional practice module. By making a conscious effort to listen to the affected and to incorporate as many conditioned realities as possible, the educator should be able to improve student engagement, resulting in better skills. We provide a demonstration of the art of teaching a professional practice module methodology which enables the educator to develop the programming skills of students in a complex environment. ",,,"Goede, Roelien ",,,,,,,,,,,,,,,,2023/04/01 ,,10.1007/s11213-022-09608-w ,,,237 ,,van der Linde2023 ,2 ,,,,Systemic Practice and Action Research ,,,,,,,,,,,,,,,,,,2023 ,,,,,1573-9295 ,203 ,,,,,,The Art of Teaching Professional Practice: An Action Research Methodology Inspired by Ulrich’s Systems Concepts ,,,,,,,https://doi.org/10.1007/s11213-022-09608-w ,36 ,,,,   ,
JOUR ,,,,,"Gamification, the integration of game design elements into non-game contexts, has emerged as a promising strategy to enhance engagement and enjoyment in various activities. In parallel, advancements in Virtual Reality (VR) have expanded possibilities for immersive experiences, particularly in learning and training scenarios. This paper introduces XRCoding, a gamified immersive coding system that merges VR and passive haptic technologies with standard block coding approaches. XRCoding aims to enhance the user experience of block coding, particularly in educational settings, by providing intuitive interfaces and engaging activities. Building upon previous research on gamification, VR, and tangible programming, XRCoding offers a novel approach to teaching computational thinking and coding concepts. The paper presents the design and implementation of XRCoding, detailing its components and features. Furthermore, an experimental study is conducted to evaluate the effectiveness of XRCoding in enhancing user experience compared to traditional desktop block coding systems. Results indicate that XRCoding offers a more engaging and immersive experience, contributing to the ongoing exploration of immersive technologies and gamification in educational and training settings. ",,,"Chessa, Manuela ",,,,,,,,,,,,,,,,2024/12/07 ,,10.1007/s11219-024-09700-5 ,,,,,Gerini2024 ,1 ,,,,Software Quality Journal ,,,,,,,,,,,,,,,,,,2024 ,,,,,1573-1367 ,2 ,,,,,,XRCoding: introducing computational thinking and coding in a gamified eXtended reality ,,,,,,,https://doi.org/10.1007/s11219-024-09700-5 ,33 ,,,,   ,
JOUR ,,,,,"We present a logical framework that enables us to define a formal theory of computational trust in which this notion is analysed in terms of epistemic attitudes towards the possible objects of trust and in relation to existing evidence in favour of the trustworthiness of these objects. The framework is based on a quantified epistemic and justification logic featuring a non-standard handling of identities. Thus, the theory is able to account for the hyperintensional nature of computational trust. We present a proof system and a frame semantics for the logic, we prove soundness and completeness results and we introduce the syntactical machinery required to define a theory of trust. ",,,"Genco, Francesco A. ",,,,,,,,,,,,,,,,2024/12/31 ,,10.1007/s11225-024-10165-7 ,,,,,Genco2024 ,,,,,Studia Logica ,,,,,,,,,,,,,,,,,,2024 ,,,,,1572-8730 ,,,,,,,"A Logic of Knowledge and Justifications, with an Application to Computational Trust ",,,,,,,https://doi.org/10.1007/s11225-024-10165-7 ,,,,,   ,
JOUR ,,,,,"Eco-cognitive computationalism considers computation in context, following some of the main tenets advanced by the recent cognitive science views on embodied, situated, and distributed cognition. It is in the framework of this eco-cognitive perspective that we can usefully analyze the recent attention in computer science devoted to the importance of the simplification of cognitive and motor tasks caused in organic entities by the morphological features: ignorant bodies can be domesticated to become useful “mimetic bodies”, that is able to render an intertwined computation simpler, resorting to that “simplexity” of animal embodied cognition, which represents one of the main quality of organic agents. Through eco-cognitive computationalism we can clearly acknowledge that the concept of computation changes, depending on historical and contextual causes, and we can build an epistemological view that illustrates the “emergence” of new kinds of computations, such as the one regarding morphological computation. This new perspective shows how the computational domestication of ignorant entities can originate new unconventional cognitive embodiments. In the last part of the article I will introduce the concept of overcomputationalism, showing that my proposed framework helps us see the related concepts of pancognitivism, paniformationalism, and pancomputationalism in a more naturalized and prudent perspective, avoiding the excess of old-fashioned ontological or metaphysical overstatements. ",,,"Magnani, Lorenzo ",,,,,,,,,,,,,,,,2021/08/01 ,,10.1007/s11229-020-02530-5 ,,,7532 ,,Magnani2021 ,8 ,,,,Synthese ,,,,,,,,,,,,,,,,,,2021 ,,,,,1573-0964 ,7503 ,,,,,,Computational domestication of ignorant entities ,,,,,,,https://doi.org/10.1007/s11229-020-02530-5 ,198 ,,,,   ,
JOUR ,,,,,"Modeling and computer simulations, we claim, should be considered core philosophical methods. More precisely, we will defend two theses. First, philosophers should use simulations for many of the same reasons we currently use thought experiments. In fact, simulations are superior to thought experiments in achieving some philosophical goals. Second, devising and coding computational models instill good philosophical habits of mind. Throughout the paper, we respond to the often implicit objection that computer modeling is “not philosophical.” ",,,"Zollman, Kevin J. S. ",,,,,,,,,,,,,,,,2021/12/01 ,,10.1007/s11229-020-02950-3 ,,,3673 ,,Mayo-Wilson2021 ,1 ,,,,Synthese ,,,,,,,,,,,,,,,,,,2021 ,,,,,1573-0964 ,3647 ,,,,,,The computational philosophy: simulation as a core philosophical method ,,,,,,,https://doi.org/10.1007/s11229-020-02950-3 ,199 ,,,,   ,
JOUR ,,,,,"This paper defends a rational account of conceivability according to which conceiving is a kind of modal thinking that is distinct from imagining effectively allowing us to think beyond what we can imagine, and that we are subject to rational rather than experiential constraints when we do so. Defending this view involves appealing to the perspective of an idealized agent and I’ll argue that this appeal is not worrisome given an “objective” view of propositional justification. ",,,"Cumby, Jill ",,,,,,,,,,,,,,,,2021/12/01 ,,10.1007/s11229-021-03121-8 ,,,7435 ,,Cumby2021 ,3 ,,,,Synthese ,,,,,,,,,,,,,,,,,,2021 ,,,,,1573-0964 ,7423 ,,,,,,Thinking beyond Imagining ,,,,,,,https://doi.org/10.1007/s11229-021-03121-8 ,199 ,,,,   ,
JOUR ,,,,,"Computational modeling should play a central role in philosophy. In this introduction to our topical collection, we propose a small topology of computational modeling in philosophy in general, and show how the various contributions to our topical collection fit into this overall picture. On this basis, we describe some of the ways in which computational models from other disciplines have found their way into philosophy, and how the principles one found here still underlie current trends in the field. Moreover, we argue that philosophers contribute to computational modeling not only by building their own models, but also by thinking about the various applications of the method in philosophy and the sciences. In this context, we note that models in philosophy are usually simple, while models in the sciences are often more complex and empirically grounded. Bridging certain methodological gaps that arise from this discrepancy may prove to be challenging and fruitful for the further development of computational modeling in philosophy and beyond. ",,,"Hartmann, Stephan ",,,,,,,,,,,,,,,,2022/04/08 ,,10.1007/s11229-022-03481-9 ,,,,,Scheller2022 ,2 ,,,,Synthese ,,,,,,,,,,,,,,,,,,2022 ,,,,,1573-0964 ,114 ,,,,,,Computational modeling in philosophy: introduction to a topical collection ,,,,,,,https://doi.org/10.1007/s11229-022-03481-9 ,200 ,,,,   ,
JOUR ,,,,,"Predictive processing framework (PP) has found wide applications in cognitive science and philosophy. It is an attractive candidate for a unified account of the mind in which perception, action, and cognition fit together in a single model. However, PP cannot claim this role if it fails to accommodate an essential part of cognition—conceptual thought. Recently, Williams (Synthese 1–27, 2018) argued that PP struggles to address at least two of thought’s core properties—generality and rich compositionality. In this paper, I show that neither necessarily presents a problem for PP. In particular, I argue that because we do not have access to cognitive processes but only to their conscious manifestations, compositionality may be a manifest property of thought, rather than a feature of the thinking process, and result from the interplay of thinking and language. Pace Williams, both of these capacities, constituting parts of a complex and multifarious cognitive system, may be fully based on the architectural principles of PP. Under the assumption that language presents a subsystem separate from conceptual thought, I sketch out one possible way for PP to accommodate both generality and rich compositionality. ",,,"Rappe, Sofiia ",,,,,,,,,,,,,,,,2022/02/17 ,,10.1007/s11229-022-03502-7 ,,,,,Rappe2022 ,1 ,,,,Synthese ,,,,,,,,,,,,,,,,,,2022 ,,,,,1573-0964 ,13 ,,,,,,Predictive minds can think: addressing generality and surface compositionality of thought ,,,,,,,https://doi.org/10.1007/s11229-022-03502-7 ,200 ,,,,   ,
JOUR ,,,,,"There is a longstanding debate between those who think that cognition extends into the external environment (extend cognition) and those who think it is located squarely within the individual (internalism). Recently, a new actor has emerged on the scene, one that looks to play kingmaker. Predictive processing (PP) says that the mind/brain is fundamentally engaged in a process of minimising the difference between what is predicted about the world and how the world actually is, what is known as ‘prediction error minimisation’ (PEM). The goal of this paper is to articulate a novel approach to extended cognition using the resources of PP. After outlining two recent proposals from Constant et al. (2020) and Kirchhoff and Kiverstein (2019), I argue that the case for extended cognition can be further developed by interpreting certain elements of the PP story (namely, PEM) as a “mark of the cognitive”. The suggestion is that when construed at an ‘algorithmic level’ PEM offers a direct route to thinking about extended systems as genuine cognitive systems. On route to articulating the proposal, I lay out the core argument, defend the proposal’s novelty, and point to several of the advantages of the formulation. Finally, I conclude by taking up two challenges raised by Hohwy (2016, 2018) about the prospects of using PEM to argue for extended cognition. ",,,"Kersten, Luke ",,,,,,,,,,,,,,,,2022/06/30 ,,10.1007/s11229-022-03674-2 ,,,,,Kersten2022 ,4 ,,,,Synthese ,,,,,,,,,,,,,,,,,,2022 ,,,,,1573-0964 ,281 ,,,,,,A New Mark of the Cognitive? Predictive Processing and Extended Cognition ,,,,,,,https://doi.org/10.1007/s11229-022-03674-2 ,200 ,,,,   ,
JOUR ,,,,,"I argue that there are different orders of mechanisms with different constitutive relevance and individuation conditions. In common first-order mechanistic explanations, constitutive relevance norms are captured by the matched-interlevel-experiments condition (Craver et al. (2021) Synthese 199:8807–8828). Regarding individuation, we say that any two mechanisms are of the same type when they have the same concrete components performing the same activities in the same arrangement. By contrast, in higher-order mechanistic explanations, we formulate the decompositions in terms of generalized basic components (GBCs). These GBCs (e.g., logic gates) possess causal properties that are common to a set of physical systems. Mechanistic explanations formulated in terms of GBCs embody the epistemic value of horizontal integration, which aims to explain as many phenomena as possible with a minimal amount of abstract components (Wajnerman Paz (2017a) Philos Psychol 30:213–234). Two higher-order mechanisms are of the same type when they share all the same GBCs, and they are organized as performing the same activities with the same interactions. I use this notion of mechanistic order to enhance the mechanistic account of computation (MAC) and provide an account of the epistemic norms of computational explanation and the nature of medium-independent functional properties and mechanisms. Finally, I use these new conceptual tools to address four criticisms of the MAC. ",,,"Fuentes, Jorge Ignacio ",,,,,,,,,,,,,,,,2024/02/02 ,,10.1007/s11229-023-04482-y ,,,,,Fuentes2024 ,2 ,,,,Synthese ,,,,,,,,,,,,,,,,,,2024 ,,,,,1573-0964 ,55 ,,,,,,Computational systems as higher-order mechanisms ,,,,,,,https://doi.org/10.1007/s11229-023-04482-y ,203 ,,,,   ,
JOUR ,,,,,"The mechanistic account of computation offers one promising and influential theory of computational implementation. The aim of this paper is to shore up its conceptual foundations by responding to several recent challenges. After outlining and responding to a recent proposal from Kuokkanen (Synthese 200:247, 2022a), I suggest that computational description should be conceptualised as a form of idealisation (selectively attending to modified subsets of model features) rather than abstraction (selectively attending to subsets of features within a target system). I argue that this conceptualisation not only offers the best way of making sense of computational implementation, but also a way of resolving each of the outstanding challenges facing the mechanistic account. The idealisation view allows the mechanistic account to make sense of the omission process found in computational descriptions without leaving the relationship between physical and computational properties mysterious. ",,,"Kersten, Luke ",,,,,,,,,,,,,,,,2024/03/14 ,,10.1007/s11229-024-04526-x ,,,,,Kersten2024 ,3 ,,,,Synthese ,,,,,,,,,,,,,,,,,,2024 ,,,,,1573-0964 ,99 ,,,,,,An idealised account of mechanistic computation ,,,,,,,https://doi.org/10.1007/s11229-024-04526-x ,203 ,,,,   ,
JOUR ,,,,,"After more than a century in which social learning was blackboxed by evolutionary biologists, psychologists and economists, there is now a thriving industry in cognitive neuroscience producing computational models of learning from and about other agents. This is a hugely positive development. The tools of computational cognitive neuroscience are rigorous and precise. They have the potential to prise open the black box. However, we argue that, from the perspective of a scientific realist, these tools are not yet being applied in an optimal way. To fulfil their potential, the shiny new methods of cognitive neuroscience need to be better coordinated with old-fashioned, contrastive experimental designs. Inferences from model complexity to cognitive complexity, of the kind made by those who favour lean interpretations of behaviour (‘associationists’), require social learning to be tested in challenging task environments. Inferences from cognitive complexity to social specificity, made by those who favour rich interpretations (‘mentalists’), call for non-social control experiments. A parsimonious model that fits current data is a good start, but carefully designed experiments are needed to distinguish models that tell us how social learning could be done from those that tell us how it is really done. ",,,"Heyes, Cecilia ",,,,,,,,,,,,,,,,2024/06/05 ,,10.1007/s11229-024-04632-w ,,,,,Yon2024 ,6 ,,,,Synthese ,,,,,,,,,,,,,,,,,,2024 ,,,,,1573-0964 ,199 ,,,,,,Social learning in models and minds ,,,,,,,https://doi.org/10.1007/s11229-024-04632-w ,203 ,,,,   ,
JOUR ,,,,,"Recently, a version of realism has been offered to address the simplification strategies used in computational neuroscience. According to this view, computational models provide us with knowledge about the brain, but they should not be taken literally in any sense, even rejecting the idea that the brain performs computations (computationalism). I acknowledge the need for considerations regarding simplification strategies in neuroscience and how they contribute to our interpretations of computational models; however, I argue that whether we should accept or reject computationalism about the brain is a separate issue that can be addressed independently by a philosophical theory of physical computation. This takes seriously the idea that the brain performs computations while also taking an analogical stance toward computational models in neuroscience. I call this version of realism “Analogical Computational Realism.” Analogical Computational Realism is a realist view in virtue of being committed to computationalism while taking certain computational models to pick out real patterns that provide a how-possibly explanation without also thinking that the model is literally implemented in the brain. ",,,"Williams, Danielle J. ",,,,,,,,,,,,,,,,2025/02/21 ,,10.1007/s11229-025-04952-5 ,,,,,Williams2025 ,3 ,,,,Synthese ,,,,,,,,,,,,,,,,,,2025 ,,,,,1573-0964 ,102 ,,,,,,How to be a realist about computational neuroscience ,,,,,,,https://doi.org/10.1007/s11229-025-04952-5 ,205 ,,,,   ,
JOUR ,,,,,"Computational radio frequency identification can be successfully employed in a range of applications. The efficient data dissemination is a building block for useful functions such as parameter configuration, code debug fixing, and wireless reprogramming. Many recent data dissemination protocols have adopted transmission methods from a reader to a single tag following EPC C1G2. Even if the same data need to be transmitted to multiple tags, they can only be distributed individually; however, tags in the reader antenna coverage area can hear commands from the reader, which motivates us to pursue a multicast data dissemination scheme that is compatible with the existing protocol. In this paper, we propose Lama, an efficient multicast data dissemination protocol that considers tag link characteristics (link quality and charging efficiency). This method improves the efficiency of data dissemination by selecting an appropriate master tag. Experiments based on a commercial reader demonstrate that Lama reduces the dissemination delay compared with state-of-the-art protocols. ",,,"Li, Deng-ao ",,,,,,,,,,,,,,,,2021/04/01 ,,10.1007/s11235-020-00742-1 ,,,611 ,,Zhu2021 ,4 ,,,,Telecommunication Systems ,,,,,,,,,,,,,,,,,,2021 ,,,,,1572-9451 ,595 ,,,,,,Lama: Link characteristic aware multicast data dissemination for computational RFIDs ,,,,,,,https://doi.org/10.1007/s11235-020-00742-1 ,76 ,,,,   ,
JOUR ,,,,,"Feasting on a plethora of social media platforms, news aggregators, and online marketplaces, recommender systems (RSs) are spreading pervasively throughout our daily online activities. Over the years, a host of ethical issues have been associated with the diffusion of RSs and the tracking and monitoring of users’ data. Here, we focus on the impact RSs may have on personal autonomy as the most elusive among the often-cited sources of grievance and public outcry. On the grounds of a philosophically nuanced notion of autonomy, we illustrate three specific reasons why RSs may limit or compromise it: the threat of manipulation and deception associated with RSs; the RSs’ power to reshape users’ personal identity; the impact of RSs on knowledge and critical thinking. In our view, however, notwithstanding these legitimate concerns, RSs may effectively help users to navigate an otherwise overwhelming landscape. Our perspective, therefore, is not to be intended as a bulwark to protect the status quo but as an invitation to carefully weigh these aspects in the design of ethically oriented RSs. ",,,"Giovanola, Benedetta ",,,,,,,,,,,,,,,,2023/07/01 ,,10.1007/s11245-023-09922-5 ,,,832 ,,Bonicalzi2023 ,3 ,,,,Topoi ,,,,,,,,,,,,,,,,,,2023 ,,,,,1572-8749 ,819 ,,,,,,Artificial Intelligence and Autonomy: On the Ethical Dimension of Recommender Systems ,,,,,,,https://doi.org/10.1007/s11245-023-09922-5 ,42 ,,,,   ,
JOUR ,,,,,"Most of humanity’s important and difficult problems such as pandemics, environmental health, and social unrest require recognizing and understanding complex systems. Students often have difficulty understanding complex systems concepts and previous research indicates that scaffolded computer simulations may facilitate learning. Few studies, however, have investigated which types of scaffolding can help students understand complex systems concepts with simulations. This study compares ontological and self-monitoring scaffolds with an agent-based participatory simulation on mainly undergraduate students’ (N = 96) understanding of complex systems. Data sources included pretest and posttest assessments of complex systems concepts. Results revealed that students in the ontological condition significantly improved from pretest to posttest on their agent actions and processes-based causality understanding, while apparently decreasing their understanding in action effects. In addition, students in the ontological condition improved more from pre- to post-test than students in the self-monitoring condition in their understanding of order. This study highlights how scaffolded, agent-based participatory simulations can help students learn complex systems concepts and that ontological scaffolding may help students understand decentralized and emergent order within complex systems. ",,,"Stenger, Katelyn ",,,,,,,,,,,,,,,,2022/04/01 ,,10.1007/s11251-021-09573-2 ,,,221 ,,Rates2022 ,2 ,,,,Instructional Science ,,,,,,,,,,,,,,,,,,2022 ,,,,,1573-1952 ,199 ,,,,,,Examining ontological and self-monitoring scaffolding to improve complex systems thinking with a participatory simulation ,,,,,,,https://doi.org/10.1007/s11251-021-09573-2 ,50 ,,,,   ,
JOUR ,,,,,"Computational thinking (CT) and computer science (CS) are becoming more widely adopted in K-12 education. However, there is a lack of focus on CT and CS access for children with disabilities. This study investigates the effect of the robot development process at the secondary school level on the algorithmic thinking and mental rotation skills of students with learning disabilities (LD). The study was conducted with the single-subject model and as an A-B-A design. In the study, the CT skill development of four students with LD (1 female, 3 male) was monitored throughout 13 weeks with the pre-treatment sessions running from weeks 1–4, treatment sessions running from weeks 5–9, and post-treatment sessions running from weeks 10–13. During the treatment sessions, robot design and programming implementations were performed. During these 13 sessions, the observer scored participants’ both algorithmic problem-solving and mental rotation skills. These skills are also required to use some other cognitive sub-skills (i.e., selective attention, processing speed) which were defined by ten special education experts at the beginning of the study. All these skills were evaluated according to how well the students performed the following four criteria: (1) To start to perform the instructions quickly (processing speed), (2) to focus on the task by filtering out distractions (selective attention), (3) to fulfill the task without having to have the instructions repeated, (4) to perform algorithmic problem-solving/mental rotation tasks without any help. Considering the results on the participants’ algorithmic problem-solving skills, a significant improvement was obtained in their skills after the treatment process. The improvement obtained in the participants’ mental rotation skills is another important result of the study. Considering the study results from a holistic perspective, it can be concluded that the robot development implementation, as educational technology, can be used to support the cognitive development of students with learning disabilities. ",,,"Fatih Erkoç, Mehmet ",,,,,,,,,,,,,,,,2022/08/01 ,,10.1007/s11251-022-09585-6 ,,,651 ,,Kert2022 ,4 ,,,,Instructional Science ,,,,,,,,,,,,,,,,,,2022 ,,,,,1573-1952 ,625 ,,,,,,Enhancing computational thinking skills of students with disabilities ,,,,,,,https://doi.org/10.1007/s11251-022-09585-6 ,50 ,,,,   ,
